MAINTENANCE_AGENCY_ID,VARIABLE_SET_ID,NAME,CODE,DESCRIPTION
EBA,EBA_13554006137974655489,EBA_ATY([EBA_mi53|EBA_mi170]),13554006137974655489,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15402406854434535647,EBA_ATY([EBA_mi159|EBA_mi53|EBA_mi136]),15402406854434535647,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16961244408530627388,EBA_ATY([EBA_mi287]),16961244408530627388,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8623699933990956355,EBA_ATY([EBA_mi507|EBA_mi7|EBA_mi505|EBA_mi136|EBA_mi508|EBA_mi53|EBA_mi506]),8623699933990956355,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3713787059098586893,EBA_ATY(EBA_ri769),3713787059098586893,
EBA,EBA_17932040309669806767,EBA_ATY(EBA_mi770),17932040309669806767,
EBA,EBA_11753736856505614883,EBA_ATY([EBA_mi287|EBA_mi339]),11753736856505614883,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8584868306917229288,EBA_ATY(EBA_md515),8584868306917229288,
EBA,EBA_14816854057782166852,EBA_ATY([EBA_md72|EBA_md216|EBA_md199|EBA_md200|EBA_md114|EBA_md241|EBA_md233|EBA_md62|EBA_md108|EBA_mi53|EBA_md85|EBA_mi109|EBA_md149|EBA_md70|EBA_mi110|EBA_md150|EBA_md197|EBA_mi65|EBA_md71|EBA_md151]),14816854057782166852,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_13992757262976195609,EBA_ATY(EBA_md46),13992757262976195609,
EBA,EBA_1845190805906758712,EBA_ATY(EBA_mi772),1845190805906758712,
EBA,EBA_1204240368660907761,EBA_ATY(EBA_mi693),1204240368660907761,
EBA,EBA_14562600340066532119,EBA_ATY(EBA_mi45),14562600340066532119,
EBA,EBA_4438387654344376452,EBA_ATY(EBA_md509),4438387654344376452,
EBA,EBA_13356411407330557192,EBA_ATY([EBA_mi53|EBA_mi37]),13356411407330557192,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16954974237611157535,EBA_ATY(EBA_mi502),16954974237611157535,
EBA,EBA_1818765565036948347,EBA_ATY([EBA_mi53|EBA_mi287|EBA_mi504]),1818765565036948347,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_7447694990240002895,EBA_ATY(EBA_si477),7447694990240002895,
EBA,EBA_13100505310948004774,EBA_ATY(EBA_md139),13100505310948004774,
EBA,EBA_3958190992678986546,EBA_ATY([EBA_mi35]),3958190992678986546,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_13214694211075454512,EBA_ATY(EBA_md147),13214694211075454512,
EBA,EBA_8021945964533007173,EBA_ATY(EBA_mi696),8021945964533007173,
EBA,EBA_16175221784434217364,EBA_ATY(EBA_md60),16175221784434217364,
EBA,EBA_142362521952909047,EBA_ATY([EBA_mi7|EBA_mi507|EBA_mi136|EBA_mi53|EBA_mi508]),142362521952909047,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_14994175696436466,EBA_ATY([EBA_md14|EBA_mi53|EBA_md46|EBA_md251|EBA_md73|EBA_md139]),14994175696436466,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_10049957376741879501,EBA_ATY([EBA_mi7|EBA_mi136|EBA_mi504]),10049957376741879501,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16609828914540299448,EBA_ATY(EBA_mi35),16609828914540299448,
EBA,EBA_16306277646580322277,EBA_ATY(EBA_md241),16306277646580322277,
EBA,EBA_16491798806750474415,EBA_ATY(EBA_md197),16491798806750474415,
EBA,EBA_2228351142642456533,EBA_ATY(EBA_mi172),2228351142642456533,
EBA,EBA_8218586569894181700,EBA_ATY(EBA_md71),8218586569894181700,
EBA,EBA_13753271571934250887,EBA_ATY(EBA_md683),13753271571934250887,
EBA,EBA_1448223780241593642,EBA_ATY([EBA_mi692|EBA_mi693]),1448223780241593642,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15206203439688769535,EBA_ATY([EBA_mi53|EBA_mi504]),15206203439688769535,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_5833215270920696552,EBA_ATY([EBA_mi7|EBA_mi53|EBA_mi503|EBA_mi504]),5833215270920696552,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_9701526159009932272,EBA_ATY(EBA_si475),9701526159009932272,
EBA,EBA_11546011596028109262,EBA_ATY([EBA_mi191|EBA_mi45|EBA_mi53|EBA_mi129]),11546011596028109262,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_14227719988495800228,EBA_ATY(EBA_mi682),14227719988495800228,
EBA,EBA_1797614097874766435,EBA_ATY(EBA_md240),1797614097874766435,
EBA,EBA_10227996614641712692,EBA_ATY([EBA_ii694]),10227996614641712692,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16403550641914385863,EBA_ATY(EBA_md140),16403550641914385863,
EBA,EBA_2742910251066284312,EBA_ATY([EBA_mi7|EBA_md510|EBA_md512|EBA_md514|EBA_md516|EBA_md203|EBA_md509|EBA_md511|EBA_md513|EBA_md515]),2742910251066284312,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_14137949693427844497,EBA_ATY([EBA_mi53|EBA_mi287|EBA_mi129|EBA_md103]),14137949693427844497,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_2903356298463883636,EBA_ATY([EBA_md677|EBA_md67]),2903356298463883636,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17019540397599170385,EBA_ATY(EBA_md254),17019540397599170385,
EBA,EBA_5182266172090775634,EBA_ATY(EBA_md73),5182266172090775634,
EBA,EBA_16097024223816127071,EBA_ATY([EBA_mi9|EBA_si288|EBA_ei152|EBA_ei138|EBA_mi134|EBA_si168|EBA_mi170|EBA_ei218|EBA_ei364|EBA_ei365|EBA_mi53|EBA_di113|EBA_md103|EBA_mi129|EBA_ei219|EBA_pi221|EBA_pi223]),16097024223816127071,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_13288626533938280109,EBA_ATY(EBA_mi505),13288626533938280109,
EBA,EBA_13590029474205922061,EBA_ATY(EBA_md216),13590029474205922061,
EBA,EBA_11475371539892952612,EBA_ATY(EBA_md512),11475371539892952612,
EBA,EBA_4291640396589175836,EBA_ATY([EBA_mi287|EBA_mi170|EBA_mi172|EBA_mi457|EBA_mi53]),4291640396589175836,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17269402074288599131,EBA_ATY([EBA_md210|EBA_md13]),17269402074288599131,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_13403789806158001168,EBA_ATY(EBA_md13),13403789806158001168,
EBA,EBA_14182528951538773716,EBA_ATY(EBA_md249),14182528951538773716,
EBA,EBA_16063643239328030221,EBA_ATY(EBA_md69),16063643239328030221,
EBA,EBA_4239562763064136411,EBA_ATY([EBA_mi7]),4239562763064136411,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_12886102326350985194,EBA_ATY(EBA_ii694),12886102326350985194,
EBA,EBA_1152987207136614349,EBA_ATY([EBA_mi164]),1152987207136614349,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_9753903999397534110,EBA_ATY(EBA_si299),9753903999397534110,
EBA,EBA_1756586087742131703,EBA_ATY(EBA_mi508),1756586087742131703,
EBA,EBA_12551553991040133420,EBA_ATY(EBA_mi506),12551553991040133420,
EBA,EBA_17617470461009685204,EBA_ATY([EBA_mi53|EBA_mi502]),17617470461009685204,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15713869508279646918,EBA_ATY(EBA_ei138),15713869508279646918,
EBA,EBA_987564982964578155,EBA_ATY([EBA_ii699|EBA_md103]),987564982964578155,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_1606815598859039047,EBA_ATY(EBA_mi9),1606815598859039047,
EBA,EBA_2282471769614270789,EBA_ATY(EBA_md687),2282471769614270789,
EBA,EBA_16438670896086350421,EBA_ATY(EBA_mi195),16438670896086350421,
EBA,EBA_8635081392731549376,EBA_ATY([EBA_mi679|EBA_mi678|EBA_mi66]),8635081392731549376,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6948328346976912921,EBA_ATY([EBA_si476|EBA_mi9|EBA_ei152|EBA_ei138|EBA_mi134|EBA_mi170|EBA_ei218|EBA_si475|EBA_ei364|EBA_ei365|EBA_mi53|EBA_di113|EBA_md103|EBA_mi129|EBA_ei219|EBA_pi221|EBA_pi223]),6948328346976912921,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_11469169092822282096,EBA_ATY(EBA_md513),11469169092822282096,
EBA,EBA_13585082438667207826,EBA_ATY(EBA_md151),13585082438667207826,
EBA,EBA_10999706293055791695,EBA_ATY(EBA_mi135),10999706293055791695,
EBA,EBA_5956739008218208190,EBA_ATY(EBA_md771),5956739008218208190,
EBA,EBA_10795763521409115001,EBA_ATY(EBA_md149),10795763521409115001,
EBA,EBA_15451722758809024336,EBA_ATY(EBA_mi689),15451722758809024336,
EBA,EBA_4962909992051813262,EBA_ATY(EBA_md14),4962909992051813262,
EBA,EBA_10445237477776618426,EBA_ATY(EBA_md210),10445237477776618426,
EBA,EBA_9900140115399761414,EBA_ATY([EBA_md249|EBA_mi129|EBA_mi135]),9900140115399761414,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_11389148909531612148,EBA_ATY([EBA_mi7|EBA_mi53]),11389148909531612148,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3240245910072053130,EBA_ATY([EBA_mi7|EBA_md510|EBA_md512|EBA_md514|EBA_md516|EBA_mi772|EBA_md203|EBA_md509|EBA_md511|EBA_md513|EBA_md515]),3240245910072053130,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_12392226911244583733,EBA_ATY(EBA_mi298),12392226911244583733,
EBA,EBA_2138118336293251616,EBA_ATY([EBA_md684|EBA_md686|EBA_md683|EBA_md685|EBA_md687|EBA_mi503]),2138118336293251616,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8505694347509602843,EBA_ATY(EBA_di113),8505694347509602843,
EBA,EBA_6985699534769736679,EBA_ATY([EBA_mi136|EBA_mi339]),6985699534769736679,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6962924661265995855,EBA_ATY(EBA_md186),6962924661265995855,
EBA,EBA_4571165798767436702,EBA_ATY(EBA_md203),4571165798767436702,
EBA,EBA_10276181994777756998,EBA_ATY(EBA_md85),10276181994777756998,
EBA,EBA_2391992874631924338,EBA_ATY([EBA_mi53|EBA_mi34|EBA_mi37]),2391992874631924338,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_16505233257033381082,EBA_ATY([EBA_mi503|EBA_mi136]),16505233257033381082,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_12995241092037870863,EBA_ATY([EBA_mi690|EBA_mi691]),12995241092037870863,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_2452360222141709744,EBA_ATY(EBA_md72),2452360222141709744,
EBA,EBA_11522743692844944820,EBA_ATY(EBA_md251),11522743692844944820,
EBA,EBA_13142356536938950108,EBA_ATY(EBA_md67),13142356536938950108,
EBA,EBA_13663439905457336947,EBA_ATY(EBA_mi500),13663439905457336947,
EBA,EBA_13058698696674221845,EBA_ATY([EBA_mi159|EBA_mi53|EBA_mi8]),13058698696674221845,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15692090462945935846,EBA_ATY([EBA_mi7|EBA_mi287|EBA_mi170|EBA_mi172|EBA_mi53]),15692090462945935846,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_15002078630127913605,EBA_ATY(EBA_ei364),15002078630127913605,
EBA,EBA_12266062037074969628,EBA_ATY(EBA_md677),12266062037074969628,
EBA,EBA_9442924091591951572,EBA_ATY([EBA_md675|EBA_mi682|EBA_mi136|EBA_md677]),9442924091591951572,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_11274228632974288313,EBA_ATY([EBA_mi53|EBA_mi43|EBA_mi195]),11274228632974288313,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6113450886019932989,EBA_ATY([EBA_mi507|EBA_mi7|EBA_mi505|EBA_mi136|EBA_mi53|EBA_mi508|EBA_mi506]),6113450886019932989,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17988940890781850622,EBA_ATY([EBA_md771|EBA_md677|EBA_md67]),17988940890781850622,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3901113523257449375,EBA_ATY([EBA_mi298|EBA_mi136]),3901113523257449375,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_10347163520733271322,EBA_ATY(EBA_md684),10347163520733271322,
EBA,EBA_15481525838998877933,EBA_ATY(EBA_mi690),15481525838998877933,
EBA,EBA_1054268378065998139,EBA_ATY(EBA_md201),1054268378065998139,
EBA,EBA_4962323205821404316,EBA_ATY([EBA_mi53|EBA_mi136]),4962323205821404316,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17584163527229390300,EBA_ATY(EBA_md516),17584163527229390300,
EBA,EBA_7378318008235927475,EBA_ATY(EBA_md514),7378318008235927475,
EBA,EBA_9720987366875275688,EBA_ATY(EBA_mi43),9720987366875275688,
EBA,EBA_2782487066007759326,EBA_ATY([EBA_mi678|EBA_mi690|EBA_mi66|EBA_mi679|EBA_mi691]),2782487066007759326,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6117103736344138251,EBA_ATY(EBA_mi37),6117103736344138251,
EBA,EBA_16478107619939960333,EBA_ATY([EBA_mi7|EBA_mi507|EBA_mi136|EBA_mi504|EBA_mi508|EBA_mi53]),16478107619939960333,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
